İlanNo,SonGuncellemeTarihi,Ilce,KonutTipi,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
4766-15635,13/03/2024,Pamukkale,Daire,3 + 1,155,150,1,20,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2850000,Kat Mülkiyeti,
133492-173,13/05/2024,Pamukkale,Daire,3 + 1,145,135,4,25,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2150000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
126113-330,10/03/2024,Pamukkale,Daire,1 + 1,55,43,3,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1349000,Kat Mülkiyeti,"Güney, Batı"
135046-1941,28/03/2024,Pamukkale,Daire,2 + 1,120,110,0,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2000000,,
130837-853,10/05/2024,Pamukkale,Daire,2 + 1,110,100,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
68295-712,15/05/2024,Pamukkale,Daire,1 + 1,55,50,2,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1325000,Kat Mülkiyeti,
126549-469,08/05/2024,Pamukkale,Daire,2 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat İrtifakı,Kuzey
138295-397,18/03/2024,Pamukkale,Daire,1 + 1,50,45,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,999000,Kat Mülkiyeti,
133566-180,08/03/2024,Pamukkale,Daire,2 + 1,105,100,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2260000,Kat Mülkiyeti,
136300-229,05/04/2024,Pamukkale,Daire,4 + 1,190,185,0,17,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,3250000,Kat Mülkiyeti,
60626-1029,06/05/2024,Pamukkale,Daire,1 + 0,32,30,3,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,840000,Kat Mülkiyeti,"Doğu, Batı"
139845-675,29/02/2024,Pamukkale,Daire,3 + 1,155,140,4,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2540000,Kat Mülkiyeti,
140742-49,28/04/2024,Pamukkale,Daire,2 + 1,60,50,2,11,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1750000,Kat İrtifakı,Kuzey
89525-200,20/02/2024,Pamukkale,Daire,1 + 0,35,30,3,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,795000,Kat Mülkiyeti,"Kuzey, Doğu"
137549-940,02/04/2024,Pamukkale,Daire,1 + 1,45,40,-1,30,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
134506-309,24/04/2024,Pamukkale,Daire,3 + 1,150,145,0,25,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2350000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137436-118,06/05/2024,Pamukkale,Daire,4 + 1,215,190,3,5,Kombi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,4500000,Kat Mülkiyeti,"Güney, Doğu"
135046-1934,27/03/2024,Pamukkale,Daire,2 + 1,100,90,0,15,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000,,
126113-337,06/05/2024,Pamukkale,Daire,2 + 1,100,95,1,4,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
134094-585,15/03/2024,Pamukkale,Daire,1 + 1,55,50,0,8,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,970000,,
131665-117,07/03/2024,Pamukkale,Daire,2 + 1,130,120,2,23,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,2700000,,Doğu
140991-42,02/05/2024,Pamukkale,Daire,3 + 1,165,150,3,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,7400000,Kat Mülkiyeti,
129038-346,06/04/2024,Pamukkale,Daire,2 + 1,86,70,3,3,Kombi,5,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,1900000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
139845-653,14/03/2024,Pamukkale,Daire,2 + 1,120,100,-1,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,Kat Mülkiyeti,
137102-269,08/04/2024,Pamukkale,Daire,2 + 1,120,115,2,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2050000,,
137549-934,28/03/2024,Pamukkale,Daire,1 + 1,60,55,7,0,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Hayır,1590000,,
140093-102,04/04/2024,Pamukkale,Daire,2 + 1,120,115,-1,23,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1150000,,
68295-636,08/04/2024,Pamukkale,Daire,2 + 1,120,100,2,4,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2800000,Kat Mülkiyeti,"Güney, Doğu, Batı"
69820-921,07/05/2024,Pamukkale,Daire,1 + 1,45,40,2,11,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1290000,Kat Mülkiyeti,"Doğu, Batı"
122611-161,28/03/2024,Pamukkale,Daire,4 + 1,155,144,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000,Kat İrtifakı,Kuzey
138295-403,18/03/2024,Pamukkale,Daire,1 + 1,55,50,0,5,Kombi,5,Uygun değil,Eşyalı,1,İkinci El,Evet,1375000,Kat Mülkiyeti,
129683-501,09/05/2024,Pamukkale,Daire,1 + 1,75,60,2,0,Yerden Isıtma,4,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1950000,,
137436-295,24/04/2024,Pamukkale,Daire,2 + 1,60,55,2,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,3300000,Kat Mülkiyeti,
135046-1933,27/03/2024,Pamukkale,Daire,2 + 1,140,135,3,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000,,
142596-73,06/03/2024,Pamukkale,Daire,2 + 1,120,110,0,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000,Kat Mülkiyeti,
134094-516,04/03/2024,Pamukkale,Daire,2 + 1,80,75,2,0,Yerden Isıtma,3,Bilinmiyor,Eşyalı,1,Sıfır,Bilinmiyor,1900000,,
135657-226,15/05/2024,Pamukkale,Daire,3 + 1,110,90,2,5,Kombi,3,Uygun değil,Eşyalı,2,İkinci El,Hayır,1723000,Kat İrtifakı,
140742-62,09/04/2024,Pamukkale,Daire,2 + 1,65,60,3,5,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1700000,Kat Mülkiyeti,"Kuzey, Doğu"
136300-257,11/04/2024,Pamukkale,Daire,2 + 1,75,70,2,8,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1500000,Kat Mülkiyeti,
126113-328,10/03/2024,Pamukkale,Daire,1 + 1,52,40,2,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1249000,Kat Mülkiyeti,"Güney, Doğu, Batı"
126549-564,08/05/2024,Pamukkale,Daire,2 + 1,80,70,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000,Kat Mülkiyeti,
4766-15519,06/03/2024,Pamukkale,Daire,5 + 1,210,200,1,20,Kombi,4,Uygun,Eşyalı,2,İkinci El,Bilinmiyor,2750000,,
96363-216,26/03/2024,Pamukkale,Daire,1 + 1,180,165,-2,30,Kombi,7,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,2150000,,
140156-41,22/02/2024,Pamukkale,Daire,2 + 1,65,55,2,3,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1600000,,
137102-267,08/04/2024,Pamukkale,Daire,3 + 1,160,150,5,26,Merkezi (Pay Ölçer),7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2499000,,
137549-926,25/03/2024,Pamukkale,Daire,3 + 1,160,150,6,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000,Kat Mülkiyeti,"Doğu, Batı"
68295-622,10/03/2024,Pamukkale,Daire,3 + 1,160,140,3,11,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Güney, Doğu, Batı"
95574-450,08/03/2024,Pamukkale,Daire,3 + 1,175,165,1,35,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000,Kat Mülkiyeti,
133566-182,08/05/2024,Pamukkale,Daire,1 + 1,50,45,1,5,Kombi,4,Uygun değil,Eşyalı,1,İkinci El,Evet,1248000,Kat Mülkiyeti,
121853-1235,28/02/2024,Pamukkale,Daire,3 + 1,150,145,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,2700000,,
69820-957,07/05/2024,Pamukkale,Daire,1 + 1,65,60,2,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1300000,Kat Mülkiyeti,
136300-256,05/04/2024,Pamukkale,Daire,3 + 1,135,130,3,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,1675000,Kat Mülkiyeti,
133521-42,05/03/2024,Pamukkale,Daire,2 + 1,140,115,2,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2800000,,
135972-159,06/05/2024,Pamukkale,Daire,2 + 1,109,100,2,6,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1890000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137436-210,06/05/2024,Pamukkale,Daire,2 + 1,65,50,2,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,2750000,Kat Mülkiyeti,"Güney, Batı"
120415-557,22/04/2024,Pamukkale,Daire,1 + 1,35,30,-1,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,700000,,
139845-507,02/04/2024,Pamukkale,Daire,3 + 1,150,140,1,5,Kombi,2,Uygun,Bilinmiyor,1,Sıfır,Evet,1850000,,
126493-59,09/05/2024,Pamukkale,Daire,1 + 1,50,45,4,5,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1500000,,
138295-332,04/05/2024,Pamukkale,Daire,2 + 1,48,45,0,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
122611-137,27/03/2024,Pamukkale,Daire,3 + 1,160,145,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,5000000,Kat İrtifakı,
140156-40,28/03/2024,Pamukkale,Daire,1 + 1,55,45,2,7,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1500000,,
137549-922,25/03/2024,Pamukkale,Daire,3 + 1,150,145,2,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1900000,Kat Mülkiyeti,
137102-253,23/03/2024,Pamukkale,Daire,2 + 1,127,117,5,20,Kombi,7,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1749000,,
136159-462,04/04/2024,Pamukkale,Daire,1 + 1,55,50,3,5,Kombi,6,Uygun,Eşyalı,1,Sıfır,Evet,975000,,"Kuzey, Güney, Doğu, Batı"
126113-329,10/03/2024,Pamukkale,Daire,2 + 1,80,71,3,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1319000,Kat Mülkiyeti,"Güney, Doğu, Batı"
131323-142,14/03/2024,Pamukkale,Daire,2 + 1,140,130,2,30,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1800000,Kat Mülkiyeti,"Güney, Batı"
139369-16,22/04/2024,Pamukkale,Daire,2 + 1,390,320,0,31,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Evet,4235000,,Doğu
138322-9,07/03/2024,Pamukkale,Daire,1 + 1,60,55,2,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1290000,,
69820-945,07/05/2024,Pamukkale,Daire,2 + 1,90,75,3,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1500000,Kat Mülkiyeti,Doğu
121464-917,05/03/2024,Pamukkale,Daire,2 + 1,115,110,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000,,
129038-287,23/03/2024,Pamukkale,Daire,3 + 0,100,90,-1,30,Kombi,3,Uygun,Eşyalı,3,İkinci El,Evet,1250000,Kat Mülkiyeti,"Doğu, Batı"
4766-15490,09/03/2024,Pamukkale,Daire,3 + 1,145,140,4,2,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,4500000,Kat Mülkiyeti,
144186-18,14/05/2024,Pamukkale,Daire,2 + 0,55,50,0,20,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1299000,Kat İrtifakı,Güney
140663-301,27/03/2024,Pamukkale,Daire,2 + 1,120,110,2,3,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1850000,,
144095-26,02/04/2024,Pamukkale,Daire,2 + 1,110,95,3,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3900000,,
139845-499,02/04/2024,Pamukkale,Daire,2 + 0,120,110,1,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1390000,,
68295-638,15/05/2024,Pamukkale,Daire,3 + 1,120,100,3,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2590000,Kat Mülkiyeti,"Güney, Doğu, Batı"
134506-350,17/04/2024,Pamukkale,Daire,1 + 1,55,50,2,9,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1249000,,"Kuzey, Güney, Doğu, Batı"
137549-918,25/03/2024,Pamukkale,Daire,2 + 1,65,60,2,10,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1775000,Kat Mülkiyeti,
137102-244,30/03/2024,Pamukkale,Daire,3 + 1,165,150,3,12,Kombi,7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3000000,,
126113-322,10/03/2024,Pamukkale,Daire,1 + 1,40,35,3,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,959000,Kat Mülkiyeti,"Doğu, Batı"
136300-244,05/04/2024,Pamukkale,Daire,1 + 1,60,55,2,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1375000,Kat Mülkiyeti,
140742-100,28/04/2024,Pamukkale,Daire,1 + 1,65,50,4,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1500000,Kat Mülkiyeti,
135972-146,16/04/2024,Pamukkale,Daire,1 + 1,50,45,0,5,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Evet,1100000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
134619-206,12/05/2024,Pamukkale,Daire,1 + 1,55,50,3,6,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1149000,Kat Mülkiyeti,
131323-126,14/03/2024,Pamukkale,Daire,2 + 1,110,105,0,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat Mülkiyeti,Çift cephe
129038-279,29/03/2024,Pamukkale,Daire,2 + 1,110,100,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1625000,Kat İrtifakı,"Güney, Doğu, Batı"
121853-1208,04/03/2024,Pamukkale,Daire,2 + 1,100,90,2,30,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2000000,,
140663-282,18/03/2024,Pamukkale,Daire,2 + 1,125,120,0,15,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1350000,,
69820-968,07/05/2024,Pamukkale,Daire,2 + 1,110,80,0,11,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000,Kat Mülkiyeti,
134506-347,17/04/2024,Pamukkale,Daire,3 + 1,157,140,3,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2690000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137549-917,25/03/2024,Pamukkale,Daire,2 + 1,65,60,-1,8,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1200000,Kat Mülkiyeti,
137102-243,02/04/2024,Pamukkale,Daire,2 + 1,125,115,5,6,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000,,
140030-52,04/03/2024,Pamukkale,Daire,1 + 1,55,50,3,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1420000,Kat Mülkiyeti,
4766-15741,14/03/2024,Pamukkale,Daire,1 + 1,42,40,0,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1090000,Kat Mülkiyeti,
126113-338,22/04/2024,Pamukkale,Daire,2 + 1,100,90,3,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1550000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
122611-142,27/03/2024,Pamukkale,Daire,4 + 1,160,150,0,8,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3200000,Kat Mülkiyeti,
131521-285,20/03/2024,Pamukkale,Daire,3 + 1,140,130,0,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
134619-203,12/05/2024,Pamukkale,Daire,4 + 1,165,150,3,30,Kombi,6,Uygun,Eşyalı Değil,2,İkinci El,Hayır,1850000,Kat Mülkiyeti,
134094-474,28/02/2024,Pamukkale,Daire,2 + 1,95,90,0,25,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000,,
68295-339,10/03/2024,Pamukkale,Daire,2 + 1,125,115,3,21,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1639000,Kat Mülkiyeti,"Güney, Doğu, Batı"
140663-205,30/03/2024,Pamukkale,Daire,3 + 1,160,147,2,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,5190000,,
69820-930,07/05/2024,Pamukkale,Daire,1 + 1,45,40,1,5,Yerden Isıtma,4,Uygun,Bilinmiyor,1,İkinci El,Evet,1099000,Kat Mülkiyeti,"Doğu, Batı"
139845-452,29/02/2024,Pamukkale,Daire,3 + 1,135,125,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,,
83076-902,26/02/2024,Pamukkale,Daire,1 + 1,70,60,0,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1200000,Kat İrtifakı,
140093-590,02/04/2024,Pamukkale,Daire,2 + 1,125,120,2,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2650000,Kat Mülkiyeti,
137549-916,23/03/2024,Pamukkale,Daire,1 + 1,51,48,3,8,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1295000,,
137102-241,15/04/2024,Pamukkale,Daire,2 + 1,110,100,0,27,Doğalgaz Sobası,5,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1650000,,
129683-505,09/05/2024,Pamukkale,Daire,1 + 1,55,50,3,3,Kombi,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1350000,,
134619-6,12/05/2024,Pamukkale,Daire,2 + 1,135,125,4,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000,Kat Mülkiyeti,
134506-369,17/04/2024,Pamukkale,Daire,2 + 1,120,110,2,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
136159-554,08/04/2024,Pamukkale,Daire,1 + 1,55,50,4,5,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1400000,,
4766-15510,18/03/2024,Pamukkale,Daire,2 + 1,95,90,1,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000,Kat Mülkiyeti,
95574-452,12/03/2024,Pamukkale,Daire,3 + 1,150,145,0,1,Kombi,4,Bilinmiyor,Eşyalı Değil,1,Sıfır,Hayır,2300000,Kat Mülkiyeti,
137837-344,15/04/2024,Pamukkale,Daire,1 + 1,56,50,2,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1300000,,
137304-166,15/05/2024,Pamukkale,Daire,1 + 1,55,50,3,8,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1150000,,Güney
68295-675,10/03/2024,Pamukkale,Daire,3 + 1,165,145,2,16,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,2750000,Kat İrtifakı,"Güney, Doğu, Batı"
140093-589,27/04/2024,Pamukkale,Daire,3 + 1,150,140,0,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2950000,Kat Mülkiyeti,
137102-226,15/04/2024,Pamukkale,Daire,3 + 1,145,135,3,12,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2050000,,
134094-554,19/02/2024,Pamukkale,Daire,2 + 1,125,120,2,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000,,
64407-3421,03/05/2024,Pamukkale,Daire,1 + 1,75,70,2,35,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,845000,,
135046-2006,04/04/2024,Pamukkale,Daire,3 + 1,150,145,0,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2550000,,
139845-573,02/04/2024,Pamukkale,Daire,2 + 1,130,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000,Kat Mülkiyeti,
94573-1259,01/03/2024,Pamukkale,Daire,1 + 1,55,50,0,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,975000,Kat Mülkiyeti,"Güney, Doğu"
140663-310,03/04/2024,Pamukkale,Daire,2 + 1,110,100,2,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2500000,,
138322-151,21/02/2024,Pamukkale,Daire,1 + 1,50,48,0,8,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,840000,,
137549-939,02/04/2024,Pamukkale,Daire,1 + 1,60,55,2,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1249000,Kat Mülkiyeti,
140093-587,29/03/2024,Pamukkale,Daire,2 + 1,115,110,1,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2499000,Kat Mülkiyeti,
137102-214,15/04/2024,Pamukkale,Daire,2 + 1,100,95,-2,6,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1550000,,
68295-626,15/05/2024,Pamukkale,Daire,2 + 1,85,72,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1875000,Kat Mülkiyeti,"Güney, Doğu, Batı"
134094-546,28/02/2024,Pamukkale,Daire,3 + 1,160,145,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3250000,,
131207-126,07/03/2024,Pamukkale,Daire,2 + 1,100,80,0,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000,Kat Mülkiyeti,
129683-439,09/05/2024,Pamukkale,Daire,3 + 1,160,150,6,30,Kombi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2399000,,
113381-76,29/02/2024,Pamukkale,Daire,2 + 1,58,55,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1425000,,
137304-153,15/05/2024,Pamukkale,Daire,2 + 1,145,135,2,10,Kombi,9,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat İrtifakı,Güney
139845-302,16/04/2024,Pamukkale,Daire,2 + 1,120,110,0,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000,Kat Mülkiyeti,
140663-289,03/04/2024,Pamukkale,Daire,2 + 1,110,100,0,4,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1700000,,
137837-325,08/04/2024,Pamukkale,Daire,1 + 1,47,45,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,885000,,
138322-150,16/02/2024,Pamukkale,Daire,1 + 1,55,50,0,0,Kombi,2,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1350000,,
4766-15830,04/04/2024,Pamukkale,Daire,3 + 1,148,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4200000,,
140093-577,22/03/2024,Pamukkale,Daire,2 + 1,100,95,0,10,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000,Kat İrtifakı,
137102-194,15/04/2024,Pamukkale,Daire,2 + 1,120,100,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000,,
89525-161,22/04/2024,Pamukkale,Daire,1 + 1,50,40,3,5,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1450000,Kat Mülkiyeti,"Güney, Batı"
49011-10747,15/03/2024,Pamukkale,Daire,3 + 1,153,140,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000,,
68295-666,27/04/2024,Pamukkale,Daire,2 + 1,125,110,0,21,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1499000,Kat Mülkiyeti,"Güney, Doğu, Batı"
137549-921,02/04/2024,Pamukkale,Daire,1 + 1,70,65,3,10,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000,Kat Mülkiyeti,
140093-575,21/03/2024,Pamukkale,Daire,2 + 1,117,100,5,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1749000,,
137102-180,15/04/2024,Pamukkale,Daire,3 + 1,170,165,0,10,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,1800000,,
4766-15572,06/03/2024,Pamukkale,Daire,5 + 1,250,220,3,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,3500000,,
131207-108,07/05/2024,Pamukkale,Daire,2 + 1,95,85,1,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1850000,Kat Mülkiyeti,
138295-46,03/05/2024,Pamukkale,Daire,2 + 1,105,100,4,26,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000,Kat İrtifakı,
95574-459,13/03/2024,Pamukkale,Daire,1 + 1,65,60,2,4,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Evet,1650000,Kat Mülkiyeti,
89525-157,22/04/2024,Pamukkale,Daire,1 + 1,45,40,0,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1290000,Kat Mülkiyeti,Doğu
140663-288,21/03/2024,Pamukkale,Daire,1 + 1,60,55,3,4,Yerden Isıtma,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1229000,,
